Model_Name,Runtime,BENIGN TP,BENIGN FP,BENIGN TN,BENIGN FN,Bot TP,Bot FP,Bot TN,Bot FN,DDoS TP,DDoS FP,DDoS TN,DDoS FN,DoS GoldenEye TP,DoS GoldenEye FP,DoS GoldenEye TN,DoS GoldenEye FN,DoS Hulk TP,DoS Hulk FP,DoS Hulk TN,DoS Hulk FN,DoS Slowhttptest TP,DoS Slowhttptest FP,DoS Slowhttptest TN,DoS Slowhttptest FN,DoS slowloris TP,DoS slowloris FP,DoS slowloris TN,DoS slowloris FN,FTP-Patator TP,FTP-Patator FP,FTP-Patator TN,FTP-Patator FN,Heartbleed TP,Heartbleed FP,Heartbleed TN,Heartbleed FN,Infiltration TP,Infiltration FP,Infiltration TN,Infiltration FN,PortScan TP,PortScan FP,PortScan TN,PortScan FN,SSH-Patator TP,SSH-Patator FP,SSH-Patator TN,SSH-Patator FN,Web Attack - Brute Force TP,Web Attack - Brute Force FP,Web Attack - Brute Force TN,Web Attack - Brute Force FN,Web Attack - Sql Injection TP,Web Attack - Sql Injection FP,Web Attack - Sql Injection TN,Web Attack - Sql Injection FN,Web Attack - XSS TP,Web Attack - XSS FP,Web Attack - XSS TN,Web Attack - XSS FN
210602_6_L_3_5e_CP=1000r.h5,0.08654975891113281,0,7,993,0,0,0,0,1000,998,0,0,2,936,0,0,64,924,0,0,76,955,0,0,45,936,0,0,64,949,0,0,51,0,0,0,11,1,0,0,35,923,0,0,77,476,0,0,524,0,0,0,1000,1,0,0,20,2,0,0,650
210601_6_L_3_15e_CP=1000r.h5,0.08326411247253418,0,4,996,0,355,0,0,645,995,0,0,5,960,0,0,40,866,0,0,134,981,0,0,19,985,0,0,15,987,0,0,13,0,0,0,11,0,0,0,36,995,0,0,5,478,0,0,522,49,0,0,951,1,0,0,20,17,0,0,635
