Model_Name,Runtime,BENIGN TP,BENIGN FP,BENIGN TN,BENIGN FN,Bot TP,Bot FP,Bot TN,Bot FN,DDoS TP,DDoS FP,DDoS TN,DDoS FN,DoS GoldenEye TP,DoS GoldenEye FP,DoS GoldenEye TN,DoS GoldenEye FN,DoS Hulk TP,DoS Hulk FP,DoS Hulk TN,DoS Hulk FN,DoS Slowhttptest TP,DoS Slowhttptest FP,DoS Slowhttptest TN,DoS Slowhttptest FN,DoS slowloris TP,DoS slowloris FP,DoS slowloris TN,DoS slowloris FN,FTP-Patator TP,FTP-Patator FP,FTP-Patator TN,FTP-Patator FN,Heartbleed TP,Heartbleed FP,Heartbleed TN,Heartbleed FN,Infiltration TP,Infiltration FP,Infiltration TN,Infiltration FN,PortScan TP,PortScan FP,PortScan TN,PortScan FN,SSH-Patator TP,SSH-Patator FP,SSH-Patator TN,SSH-Patator FN,Web Attack - Brute Force TP,Web Attack - Brute Force FP,Web Attack - Brute Force TN,Web Attack - Brute Force FN,Web Attack - Sql Injection TP,Web Attack - Sql Injection FP,Web Attack - Sql Injection TN,Web Attack - Sql Injection FN,Web Attack - XSS TP,Web Attack - XSS FP,Web Attack - XSS TN,Web Attack - XSS FN
210602_6_L_4_25e_CP=1000r.h5,0.08538532257080078,0,8,992,0,0,0,0,1000,996,0,0,4,955,0,0,45,929,0,0,71,950,0,0,50,971,0,0,29,987,0,0,13,0,0,0,11,0,0,0,36,997,0,0,3,478,0,0,522,0,0,0,1000,1,0,0,20,2,0,0,650
210602_6_L_4_50e_CP=1000r.h5,0.08361244201660156,0,7,993,0,333,0,0,667,997,0,0,3,963,0,0,37,927,0,0,73,978,0,0,22,983,0,0,17,987,0,0,13,0,0,0,11,0,0,0,36,997,0,0,3,478,0,0,522,0,0,0,1000,2,0,0,19,2,0,0,650
