Model_Name,Runtime,BENIGN TP,BENIGN FP,BENIGN TN,BENIGN FN,Bot TP,Bot FP,Bot TN,Bot FN,DDoS TP,DDoS FP,DDoS TN,DDoS FN,DoS GoldenEye TP,DoS GoldenEye FP,DoS GoldenEye TN,DoS GoldenEye FN,DoS Hulk TP,DoS Hulk FP,DoS Hulk TN,DoS Hulk FN,DoS Slowhttptest TP,DoS Slowhttptest FP,DoS Slowhttptest TN,DoS Slowhttptest FN,DoS slowloris TP,DoS slowloris FP,DoS slowloris TN,DoS slowloris FN,FTP-Patator TP,FTP-Patator FP,FTP-Patator TN,FTP-Patator FN,Heartbleed TP,Heartbleed FP,Heartbleed TN,Heartbleed FN,Infiltration TP,Infiltration FP,Infiltration TN,Infiltration FN,PortScan TP,PortScan FP,PortScan TN,PortScan FN,SSH-Patator TP,SSH-Patator FP,SSH-Patator TN,SSH-Patator FN,Web Attack - Brute Force TP,Web Attack - Brute Force FP,Web Attack - Brute Force TN,Web Attack - Brute Force FN,Web Attack - Sql Injection TP,Web Attack - Sql Injection FP,Web Attack - Sql Injection TN,Web Attack - Sql Injection FN,Web Attack - XSS TP,Web Attack - XSS FP,Web Attack - XSS TN,Web Attack - XSS FN
210531_0500_5_layer_model_2.h5,0.26741933822631836,7930,72,6858,958,1960,0,1,5,2121,39,2832,8,92,0,101,1,4156,0,24,400,0,0,72,38,0,0,109,7,483,5,810,1594,0,0,0,0,17,0,19,0,2102,64,2066,768,3,117,668,1320,0,415,883,209,0,5,16,0,0,188,454,10
210531_0500_7_layer_model.h5,0.2721705436706543,7954,25,6905,934,1961,0,1,4,2122,35,2836,7,92,1,100,1,4132,0,24,424,0,0,72,38,0,0,109,7,479,3,812,1598,0,0,0,0,17,0,19,0,2078,24,2106,792,3,27,758,1320,0,7,1291,209,0,0,21,0,0,2,640,10
